datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2024-02-01 09:15:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46416.15,46416.15,46274.9,46322.75,32055,3101130,0
2024-02-01 09:16:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46313.4,46359.9,46290.45,46310.8,26850,3101130,1
2024-02-01 09:17:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46313.2,46317.1,46283.75,46283.75,12990,3101130,2
2024-02-01 09:18:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46275,46292.5,46195,46200.8,28215,3112455,3
2024-02-01 09:19:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46209,46232.7,46183.95,46185.05,14655,3112455,4
2024-02-01 09:20:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46192.65,46250,46178.8,46238.85,17820,3110595,5
2024-02-01 09:21:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46242.45,46259,46205.05,46248.8,12810,3110595,6
2024-02-01 09:22:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46234.55,46261.4,46220,46238.5,11760,3110595,7
2024-02-01 09:23:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46239.15,46249.8,46185.45,46187.35,9465,3121755,8
2024-02-01 09:24:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46192.75,46194.65,46144.9,46144.9,17010,3121755,9
2024-02-01 09:25:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46140,46154.75,46110,46110,19290,3121755,10
2024-02-01 09:26:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46108.9,46138,46073.55,46076.4,32355,3130785,11
2024-02-01 09:27:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46075.1,46174.95,46075.1,46155.4,15675,3130785,12
2024-02-01 09:28:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46156.8,46230,46156.8,46195.6,31155,3130785,13
2024-02-01 09:29:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46191.7,46212,46115,46137.25,21330,3148635,14
2024-02-01 09:30:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46130.65,46155,46112.05,46114.55,17595,3148635,15
2024-02-01 09:31:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46111.15,46131.45,46041.45,46041.45,32010,3148635,16
2024-02-01 09:32:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46052.1,46150,46052.1,46150,20550,3158145,17
2024-02-01 09:33:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46142.95,46162.2,46094,46115.4,12990,3158145,18
2024-02-01 09:34:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46112.25,46181.15,46112.25,46156.85,6750,3158145,19
2024-02-01 09:35:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46150,46150,46095,46102.85,10245,3160860,20
2024-02-01 09:36:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46106.25,46106.25,46045,46050,17520,3160860,21
2024-02-01 09:37:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46050.15,46098.45,46050.15,46072.25,9450,3160860,22
2024-02-01 09:38:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46071.65,46074.95,46016.1,46032.2,16710,3161940,23
2024-02-01 09:39:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46025,46036.15,45957.85,45961.1,35190,3161940,24
2024-02-01 09:40:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,45961.55,46093.95,45961.55,46073,22725,3161940,25
2024-02-01 09:41:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46070.45,46070.45,46032.15,46046.85,9780,3159645,26
2024-02-01 09:42:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46041.45,46114.3,46040.35,46089.6,10680,3159645,27
2024-02-01 09:43:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46080,46087,46025,46032.85,6780,3159645,28
2024-02-01 09:44:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46035,46052.7,46001.95,46038.2,9885,3162090,29
2024-02-01 09:45:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46044.25,46053.6,45995.8,46050,39285,3162090,30
2024-02-01 09:46:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46055.85,46084.25,46044.25,46081.8,11760,3162090,31
2024-02-01 09:47:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46074.25,46075,46000,46007.75,15540,3162960,32
2024-02-01 09:48:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46015,46044.05,46003.45,46042.05,7500,3162960,33
2024-02-01 09:49:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46032.05,46032.05,45983.05,45986.95,14970,3162960,34
2024-02-01 09:50:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,45982.25,46029.95,45966.65,46029.95,17565,3157905,35
2024-02-01 09:51:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46024.15,46029.8,45990.75,46007.4,6585,3157905,36
2024-02-01 09:52:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46004,46032.55,45987.25,46025.1,5655,3157905,37
2024-02-01 09:53:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46031.15,46077,46020,46077,8745,3154665,38
2024-02-01 09:54:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46074,46112.95,46051.15,46059.25,12810,3154665,39
2024-02-01 09:55:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46059.7,46094.5,46033.55,46092.85,5370,3154665,40
2024-02-01 09:56:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46094.85,46130,46070,46095.95,9825,3121080,41
2024-02-01 09:57:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46096.15,46119,46073.85,46108.15,5790,3121080,42
2024-02-01 09:58:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46108.5,46111.5,46055,46060.3,5850,3121080,43
2024-02-01 09:59:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46067.1,46123.7,46037.65,46123.7,7380,3121470,44
2024-02-01 10:00:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46110.35,46138,46090,46122.75,8145,3121470,45
2024-02-01 10:01:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46109.95,46125.45,46062.65,46078.15,4470,3121470,46
2024-02-01 10:02:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46075.95,46077.2,46045,46054.2,6285,3119745,47
2024-02-01 10:03:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46053.1,46059,46018,46059,9975,3119745,48
2024-02-01 10:04:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46062.3,46095,46061.65,46084.3,3645,3119745,49
2024-02-01 10:05:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46073,46085,46060.55,46082.1,2655,3119790,50
2024-02-01 10:06:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46090,46124.75,46082.15,46116.65,5625,3119790,51
2024-02-01 10:07:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46104.4,46157.7,46100.05,46154.35,12900,3119790,52
2024-02-01 10:08:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46139.6,46199,46129.95,46199,16680,3111810,53
2024-02-01 10:09:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46199.15,46205.45,46156,46161.95,13470,3111810,54
2024-02-01 10:10:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46170,46175.95,46126.45,46159.95,7200,3111810,55
2024-02-01 10:11:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46150.5,46174.85,46136.15,46174.85,6720,3097815,56
2024-02-01 10:12:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46168.75,46193.95,46158.65,46165.4,5925,3097815,57
2024-02-01 10:13:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46165.35,46185,46143.65,46180,4755,3097815,58
2024-02-01 10:14:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46178.4,46180.35,46145.55,46159.4,3480,3099060,59
2024-02-01 10:15:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46154.15,46169.25,46117.05,46129.2,7035,3099060,60
2024-02-01 10:16:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46125.3,46137.85,46091.3,46125,9630,3099060,61
2024-02-01 10:17:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46135.65,46188,46135.65,46187.2,7275,3100230,62
2024-02-01 10:18:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46182,46187.25,46151.05,46155.3,4440,3100230,63
2024-02-01 10:19:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46165,46169,46140.35,46167.1,3090,3100230,64
2024-02-01 10:20:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46155,46165,46149.4,46155.4,1710,3092805,65
2024-02-01 10:21:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46155.4,46155.85,46126.05,46133.3,3300,3092805,66
2024-02-01 10:22:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46133.1,46155,46113.4,46140.6,2940,3092805,67
2024-02-01 10:23:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46140.9,46150.9,46124.95,46140,5220,3092205,68
2024-02-01 10:24:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46135,46156.6,46125,46147,1815,3092205,69
2024-02-01 10:25:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46155,46170,46148.1,46160.65,1395,3092205,70
2024-02-01 10:26:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46160.4,46186.25,46160,46186.25,3750,3092910,71
2024-02-01 10:27:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46174,46228,46174,46189,16560,3092910,72
2024-02-01 10:28:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46186,46213.35,46172.85,46204.8,3150,3092910,73
2024-02-01 10:29:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46214,46259.5,46203.7,46230,27090,3086340,74
2024-02-01 10:30:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46226.95,46250,46203.5,46247.2,7980,3086340,75
2024-02-01 10:31:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46243.65,46258.35,46215.85,46220,8205,3086340,76
2024-02-01 10:32:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46214.5,46218.2,46189.45,46198.35,6675,3091080,77
2024-02-01 10:33:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46191.75,46223.3,46170,46219.05,5370,3091080,78
2024-02-01 10:34:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46225,46237.8,46207.2,46232.1,2535,3091080,79
2024-02-01 10:35:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46232.1,46270.3,46225,46270.3,7605,3093690,80
2024-02-01 10:36:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46272.65,46343.25,46272.65,46330.9,30120,3093690,81
2024-02-01 10:37:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46312.5,46317.75,46267.6,46310,13740,3093690,82
2024-02-01 10:38:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46315.2,46323,46284.95,46305.05,4275,3095820,83
2024-02-01 10:39:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46303.15,46328.95,46300,46301.9,8055,3095820,84
2024-02-01 10:40:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46300,46313.85,46271,46291.25,7035,3095820,85
2024-02-01 10:41:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46278.15,46285.35,46255,46255,3675,3099780,86
2024-02-01 10:42:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46259,46281.1,46259,46269.35,7155,3099780,87
2024-02-01 10:43:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46265,46278.1,46255.95,46270,1710,3099780,88
2024-02-01 10:44:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46270.1,46290,46270.05,46278.4,7710,3096900,89
2024-02-01 10:45:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46278,46318.55,46278,46310.1,6540,3096900,90
2024-02-01 10:46:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46301,46318.95,46277.9,46280,3735,3096900,91
2024-02-01 10:47:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46271.25,46306.15,46271.25,46303.85,3090,3094890,92
2024-02-01 10:48:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46302.4,46310.2,46294.8,46308.6,2565,3094890,93
2024-02-01 10:49:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46308.65,46308.65,46286.4,46291,2460,3094890,94
2024-02-01 10:50:00,CNXBAN,NFO,Futures,29-FEB-24,Others,0,46289.8,46305,46279.9,46303.6,5055,3095190,95
