datetime,stock_code,exchange_code,product_type,expiry_date,strike_price,spot_price,callRight,callOpen,callHigh,callLow,callClose,callVolume,callOI,putRight,putOpen,putHigh,putLow,putClose,putVolume,putOI
2023-12-01 09:55:00,CNXBAN,NFO,Options,06-DEC-23,47000,45150.0,Call,5.2,5.3,5.2,5.3,145890,1707345,Put,2054.4,2054.4,2054.4,2054.4,0,0
2023-12-01 09:55:00,CNXBAN,NFO,Options,06-DEC-23,47500,45150.0,Call,3.05,3.2,3.05,3.2,73965,633525,Put,2551,2551,2551,2551,0,15
2023-12-01 09:56:00,CNXBAN,NFO,Options,06-DEC-23,47000,45177.1,Call,5.35,6.3,5.35,6.25,302430,1728885,Put,1939.15,1939.15,1939.15,1939.15,0,15
2023-12-01 10:25:00,CNXBAN,NFO,Options,06-DEC-23,47000,45131.35,Call,5.7,5.75,5.6,5.75,31530,1953120,Put,2050.5,2050.5,2050.5,2050.5,0,15
2023-12-01 10:26:00,CNXBAN,NFO,Options,06-DEC-23,47000,45125.0,Call,5.7,5.75,5.65,5.7,26205,1957785,Put,2037,2037,2037,2037,0,15
2023-12-01 10:28:00,CNXBAN,NFO,Options,06-DEC-23,47000,45130.0,Call,5.7,5.85,5.7,5.75,31020,1957785,Put,2025,2025,2025,2025,0,60
2023-12-01 10:33:00,CNXBAN,NFO,Options,06-DEC-23,47000,45128.0,Call,5.85,5.85,5.75,5.85,49440,1982490,Put,2032.85,2032.85,2032.85,2032.85,0,75
2023-12-01 11:09:00,CNXBAN,NFO,Options,06-DEC-23,47000,45115.0,Call,6,6,5.9,5.9,18195,2055615,Put,2045,2045,2045,2045,0,75
2023-12-01 11:39:00,CNXBAN,NFO,Options,06-DEC-23,47000,45167.75,Call,6.65,6.95,6.65,6.9,53190,2063055,Put,1992,1992,1992,1992,0,105
2023-12-01 12:19:00,CNXBAN,NFO,Options,06-DEC-23,47000,45101.05,Call,6.35,6.45,6.35,6.35,23625,2160510,Put,2075.65,2075.65,2075.65,2075.65,0,120
2023-12-01 12:21:00,CNXBAN,NFO,Options,06-DEC-23,47000,45108.7,Call,6.35,6.4,6.25,6.3,26460,2166345,Put,2061.9,2061.9,2061.9,2061.9,0,135
2023-12-01 13:18:00,CNXBAN,NFO,Options,06-DEC-23,47000,45111.85,Call,6.75,6.85,6.75,6.85,5655,2280060,Put,2064.95,2064.95,2064.95,2064.95,0,120
2023-12-01 13:52:00,CNXBAN,NFO,Options,06-DEC-23,47000,45147.75,Call,6.65,6.7,6.6,6.65,22875,2278785,Put,2036.35,2036.35,2036.35,2036.35,0,120
2023-12-01 13:52:00,CNXBAN,NFO,Options,13-DEC-23,47000,45147.75,Call,24.45,24.45,24.35,24.35,135,91905,Put,1976.8,1976.8,1976.8,1976.8,0,30
2023-12-01 13:53:00,CNXBAN,NFO,Options,06-DEC-23,47000,45157.75,Call,6.6,6.65,6.6,6.65,15330,2280570,Put,2031.4,2031.4,2031.4,2031.4,0,225
2023-12-01 13:54:00,CNXBAN,NFO,Options,06-DEC-23,47000,45155.0,Call,6.65,6.65,6.6,6.6,2985,2280570,Put,2032.45,2032.45,2030,2030,180,225
2023-12-01 13:54:00,CNXBAN,NFO,Options,13-DEC-23,47000,45155.0,Call,24.5,24.5,24.45,24.45,210,92085,Put,1974.2,1974.3,1974.2,1974.3,105,240
2023-12-01 14:00:00,CNXBAN,NFO,Options,06-DEC-23,47000,45158.0,Call,6.65,6.65,6.55,6.6,18585,2283240,Put,2030,2030,2030,2030,30,480
2023-12-01 14:01:00,CNXBAN,NFO,Options,06-DEC-23,47000,45163.1,Call,6.65,6.75,6.65,6.7,31740,2283240,Put,2025,2025,2025,2025,0,480
2023-12-01 14:01:00,CNXBAN,NFO,Options,13-DEC-23,47000,45163.1,Call,24.55,24.65,24.55,24.65,225,92265,Put,1975,1975,1975,1975,0,450
2023-12-01 14:05:00,CNXBAN,NFO,Options,06-DEC-23,47000,45173.05,Call,6.9,7.15,6.9,7.15,33090,2277315,Put,2024.65,2024.65,2017.85,2017.85,210,585
2023-12-01 14:05:00,CNXBAN,NFO,Options,13-DEC-23,47000,45173.05,Call,25.5,25.6,25.4,25.6,255,87990,Put,1967.5,1967.5,1959.85,1959.85,210,810
2023-12-01 14:06:00,CNXBAN,NFO,Options,06-DEC-23,47000,45122.25,Call,7.1,7.15,6.65,6.65,70605,2277315,Put,2022.35,2022.35,2022.15,2022.15,75,990
2023-12-01 14:06:00,CNXBAN,NFO,Options,13-DEC-23,47000,45122.25,Call,25.5,25.5,23.25,23.25,420,87990,Put,1960.85,1971.55,1960.85,1971.55,15,810
2023-12-01 14:26:00,CNXBAN,NFO,Options,06-DEC-23,47000,45119.3,Call,6.25,6.3,6.2,6.2,19965,2220315,Put,2060,2060,2060,2060,0,1215
2023-12-01 14:45:00,CNXBAN,NFO,Options,06-DEC-23,47000,45020.0,Call,5.3,5.45,5.25,5.45,76200,2132370,Put,2139.25,2139.25,2139.25,2139.25,0,1215
2023-12-01 14:51:00,CNXBAN,NFO,Options,06-DEC-23,47000,45099.4,Call,6.5,6.65,6.4,6.55,62160,2158620,Put,2072.75,2072.75,2072.75,2072.75,0,1275
2023-12-01 15:06:00,CNXBAN,NFO,Options,06-DEC-23,47000,45049.75,Call,6.25,6.35,6.25,6.3,70335,2177265,Put,2130.3,2130.3,2130.3,2130.3,0,1215
2023-12-01 15:10:00,CNXBAN,NFO,Options,06-DEC-23,47000,45066.0,Call,6.2,6.25,6.05,6.05,69450,2193705,Put,2117.6,2117.6,2117.6,2117.6,0,1185
